city,three_year_pct_growth,employee_growth,num_employees,industry,rank,revenue_2007,founded,state,link,revenue_2010,industry_rank,blurb,company_name
Centennial,55,5,10,Business Products & Services,3357,1500000.0,1985,CO,http://www.Emergenetics.com,2300000.0,304,"Identifies and leverages the strengths of students, employees, and managers. Analyzes individuals through brain-based aptitude assessments that assist in the hiring, training, and learning processes.",Emergenetics International
Lockbourne,55,60,103,Computer Hardware,3355,27100000.0,1985,OH,http://www.StarTech.com,42000000.0,26,Manufactures hard-to-find connectivity and technology parts.,StarTech.com
Dallas,55,,2400,Financial Services,3363,116100000.0,1987,TX,http://www.PlainsCapital.com,179700000.0,151,"An independent financial services company, PlainsCapital is also parent company to PrimeLending, Hester Capital Management, and First Southwest Company.",PlainsCapital
Orlanco,55,23,35,Advertising & Marketing,3354,4400000.0,2001,FL,http://www.Alinean.com,6800000.0,298,Provides online tools to help improve marketing and increase sales.,Alinean
Needham,55,30,140,Consumer Products & Services,3353,4400000.0,2002,MA,http://www.IsisParenting.com,6900000.0,173,"Provides training, resources, and products for expecting and new parents, including classes in breastfeeding, parenting, CPR for infants and children, natural childbirth, and hypnobirthing (which uses hypnosis to encourage relaxation), lactation consulting, massages, and products such as changing stations, maternity clothing, diaper bags, and strollers.",Isis Parenting
Naples,55,7,3,Manufacturing,3352,2400000.0,2000,FL,http://www.ESPllc.us,3700000.0,121,"Manufactures certified organic ingredients used in name-brand consumer products. Its clients include Avon, Estee Lauder, Bath & Body Works, and Playtex.",Earth Supplied Products
Plymouth,55,,200,Manufacturing,3349,19900000.0,1989,MN,http://www.promedmolding.com/,30900000.0,120,"Specializes in the molding of small, intricately designed silicone and plastic components and sub-assemblies.",ProMed Molded Products
Pensacola,55,13,23,Business Products & Services,3348,12000000.0,1982,FL,http://www.IMS-ExpertServices.com,18600000.0,303,Supplies hard-to-find subject-matter experts and consultants for business litigation and large corporations.,IMS ExpertServices
Bakersfield,55,50,39,Business Products & Services,3347,1300000.0,2001,CA,http://www.Stria.com,2000000.0,302,"Specializes in organizing and scanning content into any document management system. In addition to paper records, the company also converts data files, wide format drawings, x-rays, microform, and previously scanned content. The company works with all industries but has developed comprehensive services for health care, law, energy, and government clients.",Stria
San Diego,55,6,37,Health,3346,3000000.0,1995,CA,http://www.FirstDentalHealth.com,4600000.0,294,"Develops and manages independent networks of dental providers that are included in contracts with plan administrators. First Dental Health provides individuals, families and groups looking for an affordable alternative to dental insurance with access to the same high quality care offered by top rated insurance carriers.",First Dental Health
Los Angeles,54,3,8,Insurance,3368,11700000.0,2000,CA,http://www.ePerils.com,18100000.0,33,"Provides expertise to retail brokers nationwide, specializing in Directors and Officers Liability, Intellectual Property, Fiduciary Liability, Professional Errors and Omissions, Legal Malpractice, and Employment Practices Liability insurance for financial institutions and corporate clients.",ExecutivePerils
Tampa,55,11,15,Construction,3344,2500000.0,2006,FL,http://www.fwcontracting.com,3800000.0,115,"Provides general contracting services, inducing environmental services and erosion control, for the federal government. Firewatch Contracting builds, demolishes, remodels and modifies VA Hospitals.",Firewatch Contracting
Grand Rapids,55,6,9,Advertising & Marketing,3356,1300000.0,2005,MI,http://www.kantorwassink.com,2000000.0,299,"Specializes in brand strategy, awareness, and development for companies like Amway and Wolverine World Wide.",Kantorwassink
East Stroudsburg,55,4,55,Manufacturing,3341,35800000.0,1988,PA,http://www.VigonInternational.com,55600000.0,119,"Manufactures and supplies high quality flavor and fragrance ingredients, including essential oils, oleoresins, botanical extracts, and natural and synthetic aroma extracts.",Vigon International
Manchester,55,200,175,Health,3342,7400000.0,2002,NH,http://www.MASmedicalStaffing.com,11400000.0,293,"Provides staffing for health care providers, hospitals, nursing homes, and therapy clinics.",MAS Medical Staffing
State College,55,14,26,Energy,3340,3000000.0,2001,PA,http://www.EnergyCap.com,4600000.0,72,"Publishes energy efficiency software called EnergyCAP. With online and installed software for organizations of any size, EnergyCAP delivers energy and greenhouse gas tracking, utility bill processing, reporting, analyzing, and benchmarking. EnergyCAP also provides implementation, training, bill processing, and support services.",EnergyCAP
High Point,55,10,27,Environmental Services,3350,3800000.0,2005,NC,http://www.zebraenviro.com,5900000.0,48,"Provides remedial and industrial services for non-hazardous liquids, solids, and sludge, including underground and aboveground tank removal, contaminated soil and site exploration, transportation, and disposal.",Zebra Environmental & Industrial Services
Austin,55,45,38,Software,3336,8700000.0,2001,TX,http://www.TSI-Software.com,13500000.0,232,"Provides a wide range of software solutions and services for the construction industry that are designed to increase contractor profitability, productivity and consistency by enabling building information modeling (BIM).",Technical Sales International
Houston,55,36,143,Energy,3339,14200000.0,1976,TX,http://www.energy-solutions.com,22000000.0,71,"Develops software used for the design, operation, and commercial management of oil and gas pipelines.",Energy Solutions International
Houston,55,26,35,Advertising & Marketing,3351,6400000.0,2004,TX,http://www.TopSpotIMS.com,10000000.0,297,"Provides search engine marketing, online strategy, tracking and analytics, website design and development, and related consulting services.",TopSpot Internet Marketing
Bethlehem,55,,46,IT Services,3337,4200000.0,2001,PA,http://www.IandIsoft.com,6500000.0,436,"Offers IT consulting for financial firms, health care and insurance companies, Internet-based companies, and utilities.",I&I Software
Seattle,56,17,17,IT Services,3334,2000000.0,2001,WA,http://www.BlueGecko.net,3100000.0,435,"Administers, monitors, and tunes Oracle and MySQL server database environments, either at the client's location or through the company's hosting services platform.",Blue Gecko
Atlanta,55,16,23,Financial Services,3345,3000000.0,2004,GA,http://www.TechCFO.com,4600000.0,150,"Provides executive level strategy and business planning, financial operations, governance and investor relations, capital raising, transaction support and specialty services.",TechCFO
Las Vegas,56,75,80,Advertising & Marketing,3332,12200000.0,1995,NV,http://www.EaglePromotions.com,19000000.0,296,Offers customized branded promotional products for retail and corporate customers.,Eagle Promotions
Arlington,55,41,160,Government Services,3343,22500000.0,1995,VA,http://www.ESNcc.com,34900000.0,255,"Performs IT, engineering and technical support, strategic and program management, testing and evaluation, and operations support for the Department of Defense, and other federal agencies.",ESN
Aspen,56,2,7,Human Resources,3330,1500000.0,2004,CO,http://www.upperranchco.com,2300000.0,96,"Consulting and recruiting company specializing in human resources for businesses needing technology development, consulting on business operations, engineering and construction recruiting and contractor placement and sourcing partnerships.",UpperRanchCo
West Chester,56,40,40,Engineering,3331,9400000.0,1993,OH,http://www.eTech-Group.com,14700000.0,58,"Engineers industrial automation systems (for material treating and chemical processing, for example) for the consumer goods, pharmaceutical, food processing, automotive, and manufacturing industries, as well as provides IT services such as networking, software, and support.",E-Technologies Group
Louisville,56,135,166,Advertising & Marketing,3329,7800000.0,1976,KY,http://www.TORinc.net,12100000.0,295,"Provides extensive market research through traditional and online channels to public, private, and non-for-profit clients.",Thoroughbred Research Group
Forest,56,,40,Engineering,3327,6500000.0,1997,VA,http://www.IWTwireless.com,10200000.0,57,"Supplies wireless ad hoc mesh radios, integrated systems, and wireless design engineering services. Innovative Wireless Technologies supplies its products and services to system integrators and end users in the commercial, industrial, public safety and defense sectors.",Innovative Wireless Technologies
New York,56,6,18,Travel,3325,1500000.0,2002,NY,http://www.BlackBook.travel,2400000.0,24,"Assists the travel industry with marketing, promotion, and sales management services.",JG Black Book of Travel
Overland Park,55,50,82,Insurance,3361,6900000.0,1983,KS,http://www.PGcompanies.com,10700000.0,31,"Provides insurance consultation and services, specializing in employee benefits and risk management.",Power Group
Coral Gables,55,40,105,Business Products & Services,3338,7200000.0,1976,FL,http://www.ProTranslating.com,11100000.0,301,"Offers document and website translation, interpretation, and language training in more than 100 languages.",ProTranslating
Memphis,56,10,52,Manufacturing,3328,9300000.0,1924,TN,http://www.FabricStructures.com,14500000.0,118,"Makes temporary and semi-permanent fabric tent structures for industrial applications, special events and galas, military exercises, and disaster relief shelters.",Mahaffey Fabric Structures
Herndon,56,35,85,Government Services,3324,9500000.0,1996,VA,http://www.ListInc.com,14800000.0,253,"Provides IT services to the federal government, focusing on application development, strategic consulting, operations management and technology assessment, feasibility and validation.",List Innovative Solutions
Falls Church,56,,180,Government Services,3335,7300000.0,2001,VA,http://www.K4Solutions.com,11400000.0,254,Provides IT services to the federal government.,K4 Solutions
Chatham,56,101,574,Logistics & Transportation,3323,113400000.0,1989,NJ,http://www.PreferredFreezer.com,177000000.0,81,"Operates refrigerated state-of-the-art warehouses throughout the United States and Asia for distributors and importers of frozen food. Preferred Freezer Services has grown from a single facility in 1989 to 25 locations, and is still expanding.",Preferred Freezer Services
Bozeman,56,5,10,Retail,3321,1400000.0,2002,MT,http://www.birddogdistributing.com,2200000.0,150,"Supplies a range of decorative lighting products. Products include rope, LED strip, mini, yard and patio lights. Also tube and icicle, novelty, and net lights.",Birddog Distributing
Brookfield,56,17,29,IT Services,3333,4600000.0,1999,WI,http://www.centare.com,7200000.0,434,Provides IT services and training and custom software solutions to its clients.,Centare Group
San Diego,56,7,24,Advertising & Marketing,3322,6800000.0,1984,CA,http://www.MiresBall.com,10600000.0,294,"Specialties in positioning, identity development, naming, print, packaging, trade shows, and digital design.",MiresBall
Indianapolis,56,5,14,Human Resources,3319,1400000.0,2002,IN,http://www.flashpointhr.com,2100000.0,95,"Provides customized human resource and management consulting services to businesses and organizations in all industry sectors, including government and non-profit.",FlashPoint
Providence,56,7,16,Advertising & Marketing,3317,3700000.0,1989,RI,http://www.ADDventures.com,5800000.0,293,"Offers marketing, PR, corporate communications, and creative services to major corporations, universities, nonprofits, and government entities.",(add)ventures
New Glarus,56,20,30,Food & Beverage,3314,14100000.0,1993,WI,http://www.newglarusbrewing.com,22000000.0,92,Brews a variety of hand-crafted beers that are distributed in Wisconsin.,New Glarus Brewing
Montvale,56,,19,Business Products & Services,3315,7600000.0,2003,NJ,http://www.cSubs.com,11800000.0,299,"Manages subscriptions, books, memberships, software licenses, and other products that must be periodically renewed for its customers. cSubs (formerly known as Corporate Subscription Management Services) handles searching, ordering and renewal, transfers and cancellation, reports, cost control and spending management, and consolidated invoicing and payment.",cSubs
Houston,56,35,65,Human Resources,3313,3700000.0,1971,TX,http://www.LegalAccessPlans.com,5800000.0,94,"Develops and administers employee benefit plans, specializing in group legal service plans for employees of large corporations. Its services are designed to assist workers who are having difficulties in life that affect their ability to be present and focused on the job.",Legal Access Plans
Austin,56,100,55,Advertising & Marketing,3316,6500000.0,2002,TX,http://www.ProfitFuel.com,10100000.0,292,Designs and manages online marketing campaigns for thousands of small businesses nationwide.,ProfitFuel
Hollywood,56,56,30,Consumer Products & Services,3326,45600000.0,1995,FL,http://www.swisswatchintl.com,71000000.0,172,"Distributes brand-name wholesale watches, sunglasses, and fashion accessories to retailers and e-commerce sites like Amazon, Overstock, and Smartbargains.",Swiss Watch International
Creve Coeur,57,35,80,IT Services,3310,15400000.0,1996,MO,http://www.Connectria.com,24000000.0,432,"Provides managed hosting, remote management, disaster recovery, and server support services to organizations like Northeastern University, Louis Vuitton, and Sylvan Learning Systems.",Connectria
Danvers,56,3,8,Financial Services,3320,1600000.0,1999,MA,http://www.POSsupply.com,2500000.0,149,Provides point of sale and transaction supply products and services for a wide range of businesses and service providers.,POS Supply Solutions
Springville,56,55,45,Business Products & Services,3318,6100000.0,2001,UT,http://www.namifiers.com,9600000.0,300,"Namifiers manufactures branded promotional products which include name badges, apparel, engraved signs and banners.",Namifiers
Stamford,57,13,42,Consumer Products & Services,3305,8000000.0,2001,CT,http://www.juliska.com,12600000.0,171,"Designs and produces collections of glassware, ceramics, table linens, flatware, and lighting sold at high-end retailers.",Juliska
Warrington,56,3,20,Insurance,3312,9400000.0,2005,PA,http://www.KMRDpartners.com,14700000.0,30,"Offers risk management consulting, and property and casualty insurance brokerage.",KMRD Partners
Houston,57,,52,IT Services,3309,7000000.0,1987,TX,http://www.Bluware.com,11000000.0,431,"Offers engineering application development, database administration, network security, infrastructure virtualization, disaster recovery, and solves complex software issues in the areas of seismic processing and interpretation.",Bluware
S. Easton,57,6,32,IT Services,3311,8200000.0,1996,MA,http://www.hubtechnical.com,12800000.0,433,"Provides IT services, network architecture, design services, sales and support for servers, storage systems, and network components. It works with enterprises, government bodies, and educational institutions.",HUB Technical Services
Arlington,57,22,57,Construction,3304,18900000.0,2006,TX,http://www.RFInstallations.com,29700000.0,114,"Installs doors, windows, siding, and kitchen cabinets for homeowners, builders, manufacturers, and retailers.",RF Installations
Chantilly,57,35,14,Telecommunications,3303,23200000.0,1992,VA,http://www.avsinc.net,36400000.0,109,"A design, engineering and systems integration firm, which provides custom, high-end audiovisual systems, integration services and solutions, ongoing maintenance and on-site support.",Audio Video Systems
Alexandria,57,10,18,Government Services,3302,3300000.0,2002,VA,http://www.SimonComputing.com,5200000.0,252,"Provides IT services, specializing in software architecture and Java-based technologies, mainly to the Bureau of Customs and Border Protection at the Department of Homeland Security.",SimonComputing
Lincoln,57,5,17,Logistics & Transportation,3308,30800000.0,1997,NE,http://www.reliant-transportation.com,48200000.0,80,"Provides transportation for a variety of products, with focus on bulk freight, throughout North America.",Reliant Transportation
Acworth,57,1,4,Manufacturing,3307,2300000.0,2004,GA,http://www.symphonytables.com,3500000.0,117,"Designs, manufactures, and sells custom tables. It offers a selection of materials, styles, and features to enhance the comfort and usability of products for learning and meeting environments.",Symphony Tables
Chesterfield,58,355,3000,Financial Services,3280,58300000.0,1993,MO,http://www.NARSnet.com,91900000.0,148,Operates call centers that manage customer relations and debt collection for businesses in the financial services industry.,National Asset Recovery Services
Naperville,58,,26,IT Services,3279,3700000.0,2004,IL,http://www.TalentedIT.com,5900000.0,427,"Offers consulting, staff augmentation, and software integration to public and private sector customers.",Talented IT
Hunt Valley,58,,175,Health,3277,17600000.0,1995,MD,http://www.SentientMedical.com,27700000.0,290,Provides intraoperative monitoring and neurodiagnostic services for medical practitioners.,Sentient
Miamisburg,58,140,300,Business Products & Services,3276,24600000.0,1947,OH,http://www.oneil.com,38800000.0,297,"O'Neil & Associates creates, maintains, and delivers product support information for technical equipment for aerospace, industrial, and military applications.",O'Neil & Associates
Woodland Hills,58,2200,42,Human Resources,3274,19000000.0,1996,CA,http://www.ExactStaff.com,30000000.0,91,"Provides temporary and full-time staffing as well as payroll services, HR outsourcing, drug testing, background screening, and on-site services to a wide variety of industries including ""green"" companies, B2B, entertainment, medical and biomedical, accounting, and legal.",Exact Staff
Hartland,58,105,107,IT Services,3278,11700000.0,1995,WI,http://www.Codeworks-inc.com,18500000.0,426,"Develops custom software applications and provides IT infrastructure services for companies in the banking, securities, and insurance processing industries.",Codeworks
Troy,58,125,110,IT Services,3273,71500000.0,1990,MI,http://www.HTCinc.com,112900000.0,425,Provides information technology and business process outsourcing services.,HTC Global Services
Cottleville,58,33,60,IT Services,3272,1900000.0,2004,MO,http://www.804technology.com,3100000.0,424,"Provides IT recruitment, staffing, and placement for the complete project life cycle, from conception to completion.",804 Technology
Marion,58,15,30,Human Resources,3271,8100000.0,1995,IL,http://www.extrahelpiinc.com,12900000.0,90,"Specializes in employment services and payroll staffing  specifically temporary, temp-to-hire and direct hire staffing  and is run almost exclusively by and for women.",Extra Help
Grayslake,57,7,11,Retail,3306,2100000.0,1999,IL,http://www.TheCheshireCat.com,3200000.0,149,"A retail boutique that sells luxury products, including brands such as Vera Bradley, PANDORA jewelry, Voluspa candles, and Juliska glassware.",The Cheshire Cat
Robbinsville,58,6,14,Business Products & Services,3270,17900000.0,1999,NJ,http://www.MeetingAlliance.com,28300000.0,296,Specializes in the logistical planning and execution of meetings and events for corporate clients worldwide.,Meeting Alliance
North Brunswick,58,84,204,Logistics & Transportation,3269,9200000.0,2000,NJ,http://www.CapacityLLC.com,14600000.0,78,"Provides warehousing, order fulfillment, and transportation services, including parcel shipping, less-than-truckload, and truckload services. Clients include Chico's and Tarte.",Capacity
Lombard,58,,42,Education,3268,3900000.0,1999,IL,http://www.MicroTrain.net,6200000.0,51,Provides customized instructor-led IT training with an emphasis on technology and management to individuals and corporations.,MicroTrain Technologies
Elk River,58,703,2121,Health,3265,19600000.0,2002,MN,http://www.AccurateHomeCare.com,31000000.0,289,Provides in home health care to individuals with chronic and acute diseases.,Accurate Home Care
Bothell,58,,41,Real Estate,3263,5200000.0,1986,WA,http://www.ArcReports.com,8200000.0,42,Provides real estate settlement services for all types of lenders from community banks to large financial institutions.,American Reporting
San Mateo,58,,110,Health,3262,65600000.0,1998,CA,http://www.Epocrates.com,104000000.0,288,"Provides drug reference tools and other interactive services used on mobile devices by health care professionals to help them make more informed prescribing decisions, enhance patient safety, and improve practice productivity. Its user network of more than a million health care professionals includes 40% of all physicians in the U.S. Epocrates filed for an IPO in February, 2011 and raised $86.4 million before costs. This is Epocrates third IPO attempt: in 2008 it filed for a $75 million IPO, but withdrew it because of the economic downturn. Last summer Epocrates filed for another $75 million IPO.",Epocrates
Castleton-On-Hudson,57,39,12,Education,3301,4600000.0,1992,NY,http://www.Classbook.com,7200000.0,53,Creates and operates custom online bookstores for colleges across the country.,ClassBook.com
Anaheim,58,12,25,Security,3264,3900000.0,2000,CA,http://www.EnterSecurity.com,6100000.0,49,"Designs, installs, and supports electronic security systems to protect against theft, vandalism, false liability claims, and employee misconduct.",Enterprise Security
Atlanta,59,152,200,Software,3259,44400000.0,1999,GA,http://www.Servigistics.com,70500000.0,229,"Develops software that helps organizations like Maytag, Volvo, and the U.S. Postal Service manage complex service business problems.",Servigistics
Richland,59,18,16,Environmental Services,3257,1600000.0,2000,WA,http://www.yahsgs.com,2500000.0,46,"Provides risk assessments, research, engineering and regulatory consulting services. Focuses on the remediation and management of hazardous and radioactive waste for commercial customers and government agencies.",YAHSGS
Slater,59,51,100,Construction,3258,8600000.0,1999,IA,http://www.AbsoluteConcreteIowa.com,13700000.0,111,"Provides concrete construction for agricultural, commercial, and residential customers.",Absolute Concrete Construction
Arlington,58,,8728,Government Services,3275,482600000.0,1953,VA,http://www.vangent.com,761800000.0,250,"Provides information management and business process outsourcing services to public health care and other civilian government agencies, defense and intelligence agencies, and foreign government organizations.",Vangent
Arcadia,59,8,27,Manufacturing,3255,5600000.0,1998,CA,http://www.heateflex.com,8900000.0,116,Designs and manufactures industrial heaters. Builds and sells patented and proprietary products that heat the ultra pure fluids used by high technology manufacturing companies.,Heateflex Corporation
Raleigh,59,,160,Health,3254,24800000.0,1997,NC,http://www.liposcience.com,39400000.0,287,Develops and sells diagnostic tests that monitor the levels of bad cholesterol in the blood. Physicians and medical-testing companies use its tests as a way to check for heart disease and diabetes.,LipoScience
Richfield,58,17,38,Real Estate,3267,1900000.0,2001,OH,http://www.OhioRealtyAdvisors.com,3000000.0,43,"Provides commercial real estate consulting for its clients, including asset, property, project, and transaction services.",Ohio Realty Advisors
Elk Grove,59,,30,Consumer Products & Services,3253,2500000.0,2000,CA,http://www.SmogNGo.com,4000000.0,168,Operates several vehicle emissions testing facilities in California where drivers can make sure they are in compliance with state emissions regulations.,Smog 'N Go
Poolesville,59,7,40,IT Services,3251,3400000.0,1993,MD,http://www.CorNetSer.com,5400000.0,421,"Provides technology assessments, IT outsourcing, IT projects, and application development for commercial, education, non-profit, and government customers in the Washington DC Metro area.",Corporate Network Services
Portsmough,59,,0,Logistics & Transportation,3252,88000000.0,1983,NH,http://www.TMSiLog.com,140000000.0,77,"Solves logistics issues for companies in many industries, including aerospace and defense, health care, construction, consumer goods, and energy and utilities. TMSi improves its clients' supply chains through distribution network modeling, long-term facility planning, and operations consolidation.",TMSi Logistics
Redondo Beach,58,165,315,Consumer Products & Services,3266,37800000.0,1998,CA,http://www.ArtissimoDesigns.com,59700000.0,169,Designs and manufactures ready-to-hang wall decor (primarily unframed art) sold through major home decor retailers.,Artissimo Designs
Rochester,58,68,98,IT Services,3261,4700000.0,1997,NY,http://www.d4discovery.com,7500000.0,423,"Provides electronic discovery services for law firms and corporate law departments. D4 offers forensic consulting services, software for managing litigation strategies and systems for recording paper documents.",D4
Draper,59,,36,Engineering,3248,9000000.0,1995,UT,http://www.VPIEngineering.com,14300000.0,55,"Offers outsourced product design and engineering to organizations that do not have available engineering resources or that need additional engineering support. It has expertise in electrical, mechanical, software, firmware, and manufacturing engineering for commercial and industrial products, medical devices, and military and aerospace projects.",VPI Engineering
Racine,59,16,37,Construction,3260,13800000.0,1992,WI,http://www.rmsonline.com,22000000.0,112,"Provides general maintenance and on-demand repair services to clients in the commercial, retail, and government sectors. Specializes in interior and exterior facility management and repairs.",Retail Maintenance Service
New York,59,20,26,Advertising & Marketing,3244,3000000.0,2004,NY,http://www.NightAgency.com,4900000.0,290,"Specializes in brand strategy, interactive communications, social media, and consumer engagement.",Night Agency
Columbus,59,19,221,Financial Services,3250,18000000.0,1997,OH,http://www.ResidentialFinance.com,28600000.0,147,Provides financial services such as mortgaging and refinancing to its customers.,Residential Finance
Minneapolis,59,14,30,IT Services,3256,3700000.0,1999,MN,http://www.FishBowlSolutions.com,5900000.0,422,Provides off-the-shelf software customization and integration services for content and data management systems.,Fishbowl Solutions
Indianapolis,59,82,135,Energy,3243,9000000.0,1999,IN,http://www.PolarisLabs.com,14400000.0,70,"Provides complete testing and analysis for oils, fuels, coolants, and water-based fluids for the transportation, industrial, oil and gas, off-highway, and power generation industries.",Polaris Laboratories
Stafford,60,3,16,Advertising & Marketing,3240,1600000.0,2000,VA,http://www.MilitaryByOwner.com,2500000.0,289,"Helps military families advertise their homes for sale or for rent around U.S. military bases. In addition to residential property advertising, MilitaryByOwner provides local and national business advertising for companies trying the reach the military market, specifically the military relocation market.",MilitaryByOwner Advertising
Chicago,60,8,17,Health,3242,3000000.0,2006,IL,http://www.marshallsteele.com,4900000.0,285,"Provides assessments for hospitals through collecting, measuring, and benchmarking hospital and patient reported outcomes. With a physician-lead team, the company collaborates with doctors and hospitals to improve care, systems, and profitable growth.",Marshall | Steele
Grand Rapids,60,42,98,Computer Hardware,3241,20600000.0,1986,MI,http://www.SEIservice.com,32900000.0,24,"Provides data center maintenance services focusing on IBM, HP, Sun and Dell servers.",Service Express
Wytheville,60,,100,Energy,3239,11400000.0,1985,VA,http://www.MTCtransformers.com,18100000.0,69,Manufactures and repairs utility and industrial transformers.,MTC Transformers
Flower Mound,59,49,188,Health,3249,30500000.0,2004,TX,http://www.FCER.com,48600000.0,286,"Provides free-standing, fully equipped emergency rooms. Its physicians are board certified in emergency medicine and its nurses are emergency trained.",First Choice Emergency Rooms
San Jose,60,9,22,Financial Services,3238,5800000.0,2002,CA,http://www.ACFNfranchised.com,9300000.0,146,"Sells ATM franchises, provides ATM services, and places ATM machines in brick and mortar retail spaces, nightclubs, hotels, and other businesses.",ACFN Franchised
Havertown,60,6,21,Health,3237,6600000.0,1998,PA,http://www.VisitingAngels.com,10600000.0,284,Provides a network of home caregivers and companions who assist senior citizens with their daily activities through its 400 franchises nationwide.,Visiting Angels
Columbia,59,8,16,Engineering,3247,1400000.0,1993,MD,http://www.russellcorrosion.com,2200000.0,54,"Provides infrastructure assessment services on water, sewer, oil and gas pipelines, bridges, buildings and nuclear reactors to determine corrosion levels and develops plans to mitigate potential disasters.",Russell Corrosion Consultants
Mandeville,60,,48,Business Products & Services,3236,5700000.0,2000,LA,http://www.PMOlink.com,9100000.0,295,"Provides project management consulting, staffing, and technological services.",PMOLink
Waukesha,59,,25,Manufacturing,3246,2400000.0,1996,WI,http://www.tlxtech.com,3800000.0,115,"Designs and manufactures digital valves and electro-mechanical solenoid devices. Products manufactured by TLX Technologies are used in airbags, fire protection systems, consumer items and industrial settings.",TLX Technologies
Louisville,60,5,8,Security,3235,4800000.0,1996,KY,http://www.FirstResponderNetwork.com,7600000.0,48,"Provides safety glasses, respirators and hard hats, and also specializes in gas detection, industrial hygiene equipment, and emergency response supplies for first responders.",All Safe Industries
East Lyme,59,40,80,Manufacturing,3245,5200000.0,1989,CT,http://www.birkmfg.com,8300000.0,114,"Designs and manufactures flexible heating elements, thermal systems, and assemblies.",Birk Manufacturing
Denver,60,17,26,Financial Services,3231,5900000.0,1999,CO,http://www.ePlanServices.com,9400000.0,145,"Provides software that automates the administration of 401(k) plans for financial institutions, business service organizations, third-party administrators, and retirement plan advisers.",ePlan Services
Nashville,60,9,23,IT Services,3232,3600000.0,1997,TN,http://www.ANsolutions.com,5800000.0,420,Offers technology consulting and value-added reseller services from IT infrastructure manufacturers.,Advanced Network Solutions
Alexandria,60,5,45,Government Services,3230,5700000.0,1982,VA,http://www.OnyxGroup.com,9100000.0,249,Creates sustainable land and facilities for government and commercial entities.,The Onyx Group
Addison,60,4,10,Business Products & Services,3234,5500000.0,1996,TX,http://www.IntelligentInteriors.net,8800000.0,294,"Specializes in sales, leasing, installation, and repair of Herman Miller office furniture and interiors for higher education, health care, and government clients.",Intelligent Interiors
Edison,60,8,26,IT Services,3229,4300000.0,2000,NJ,http://www.ITFSinc.com,6900000.0,419,"Provides IT services and staff for companies in financial services, investment banking, media and publishing, telecommunications, and insurance.",IT First Source
Palo Alto,60,38,82,Engineering,3227,23500000.0,1995,CA,http://www.StellarSolutions.com,37700000.0,53,"Performs systems engineering, program monitoring, and program management for the aerospace industry, such as defense-related intelligence projects, international telecommunications satellites, commercial imagery satellites, and NASA's earth science and planetary missions.",Stellar Solutions
Virginia Beach,60,7,16,Advertising & Marketing,3225,2700000.0,1994,VA,http://www.ImpressionsInPrint.com,4300000.0,287,"Creates and distributes branded products and print collateral for franchise organizations and companies. Its proprietary software keeps brands intact by using approved templates for marketing materials, while making the materials available to franchisees to customize for local needs.",Impressions In Print
Peru,60,59,273,Manufacturing,3224,81000000.0,1915,IL,http://www.caruscorporation.com,129900000.0,113,"Manufacturers potassium permanganate and phosphates used in municipal water treatment systems. Carus provides products used for air purification, waste water treatment and the remediation of hazardous compounds.",Carus Corporation
Arlington,60,12,7,Software,3222,3600000.0,1999,VA,http://www.Capterra.com,5800000.0,228,operates an online marketplace that informs businesses about their enterprise software options and connects them to software vendors.,Capterra
Salt Lake City,60,84,94,Construction,3221,11500000.0,1997,UT,http://www.sctrl.com,18500000.0,110,"Installs and monitors underground pipelines and utility infrastructure. Stake Center Locating works with major phone, cable and energy providers to maintain and underground utility systems.",Stake Center Locating
Atlanta,60,11,46,Software,3219,8300000.0,1987,GA,http://www.ClientProfiles.com,13400000.0,227,"Develops software for law firms that enables case and financial management, client relationship management, calendaring, e-mail, information management, and document imaging.",Client Profiles
Milpitas,60,37,46,Manufacturing,3220,3500000.0,1976,CA,http://www.PrecisionSwiss.com,5600000.0,112,"Manufactures precision-machined components, specializing in materials that are difficult to manufacture, including titanium, Hastelloy, Kovar, nickel, and stainless steel. Its clients include aerospace and medical device companies.",Precision Swiss Products
Harbor City,61,23,15,Business Products & Services,3217,4200000.0,1997,CA,http://www.DiscountTwo-WayRadio.com,6800000.0,293,"Sells and repairs commercial two-way radios and accessories used by security and maintenance staff at large institutions such as manufacturing plants, hospitals, hotels, and colleges.",Discount Two-Way Radio
New York,61,881,1115,Business Products & Services,3216,156500000.0,1992,NY,http://www.TransPerfect.com,251200000.0,292,"Operates a family of companies that offer translation, interpretation, and other global business services in over 100 languages.",TransPerfect
Fort Lauderdale,61,15,30,Retail,3215,10000000.0,2002,FL,http://CableOrganizer.com,16100000.0,148,"An online retailer of wire management systems, networking equipment, electrical supplies, labels, printers, home theater components, energy-saving devices, tools, testers, cables, power and data products, and fire protection products.",CableOrganizer.com
Greenwood Village,61,7,17,IT Services,3218,2400000.0,2001,CO,http://www.AspenWare.com,3900000.0,418,Provides custom software development and IT consulting services to its clients.,Aspenware Internet Solutions
Arlington,60,89,210,Government Services,3228,54000000.0,1998,VA,http://www.IdealInnovations.com,86500000.0,248,"Offering technological, scientific, managerial and security services to the government and private industry. These include biometrics, forensics, IED defeat, engineering services, database and software development, training and advanced armor systems.",Ideal Innovations
